New IonID,UTHSC ID,M/Z_OLD_BXD_STUDY,M/Z_AGING_STUDY_2017,AGING_ID,Primary_HMDB_ID,ChemicalFormula,Confidence,Primary Name,Secondary Names,ChEBI_ID,ChEMBL_ID,CAS_number,PubChem_ID,ChemSpider_ID,UNII_ID,EC_number,KEGG_ID,Description,Molecular_Weight,Nugowiki_ID,Aliases,Type,Tissue
449,324.0927807_MZ,324.0927807,324.0940647,324.0941,HMDB00833,C11H19NO10,100,N-Glycolylneuraminic acid,,62084,,1113-83-3,123802,110352,,,C03410,"N-Glycolylneuraminic acid (Neu5Gc) is a widely expressed sialic acid found in most mammalian cells. Although humans are genetically deficient in producing Neu5Gc, small amounts are present in human cells and biofluids. Humans cannot synthesize Neu5Gc because the human gene CMAH is irreversibly mutated, though it is found in apes. This loss of the CMAH gene was estimated to have occurred two to three million years ago, just before the emergence of the genus Homo. A dietary origin of Neu5Gc was suggested by human volunteer studies. These trace amounts of Neu5Gc were determined to come from the consumption of animals in the human diet (i.e. red meats such as lamb, pork, and beef). Neu5Gc can also be found in dairy products, but to a lesser extent. Neu5Gc is not found in poultry and is found in only trace amounts in fish (Wikipedia).",325.2693,751,"3,5-Dideoxy-5-((hydroxyacetyl)amino)-D-glycero-D-galacto-2-Nonulosonate,3,5-Dideoxy-5-((hydroxyacetyl)amino)-D-glycero-D-galacto-2-Nonulosonic acid,GcNeu,N-Glycoloyl-neuraminate,N-Glycoloylneuraminate,N-Glycoloylneuraminic acid,N-Glycolyl-5-neuraminate,N-Glycolyl-5-neuraminic acid,N-Glycolylneuraminate,N-Glycolylneuraminic acid,NGNA            ",Endogenous,
m19,,,327.05008937,327.0501,HMDB06558,C17H12O7,100,"2,3-Epoxyaflatoxin B1",Aflatoxin M1,,,,,,,,C19586,,,,,,
454,327.2327102_MZ,327.2327102,327.2331421,327.2331,HMDB02183,C22H32O2,100,Docosahexaenoic acid,,28125,,6217-54-5,445580,393183,,,C06429,"Docosahexaenoic acid (DHA) is an omega-3 essential fatty acid. Chemically, DHA is a carboxylic acid with a 22-carbon chain and six cis double bonds with the first double bond is located at the third carbon from the omega end. DHA is most often found in fish oil. It is a major fatty acid in sperm and brain phospholipids, especially in the retina. Dietary DHA can reduce the level of blood triglycerides in humans, which may reduce the risk of heart disease. (wikipedia).",328.4883,1766,"4,7,10,13,16,19-Docosahexaenoate,4,7,10,13,16,19-Docosahexaenoic acid,All-Z-Docosahexaenoate,All-Z-Docosahexaenoic acid,Cervonate,Cervonic acid,cis-4,7,10,13,16,19-Docosahexanoate,cis-4,7,10,13,16,19-Docosahexanoic acid,Doconexent,Doconexento,Doconexentum,Docosahexaenoate,Docosahexaenoic acid,Doxonexent ",Endogenous,All Tissues
m20,,,331.04433954,331.0443,HMDB06555,C10H13N4O7P,100,dIMP,,,,,,,,,C06196,,,,,,
480,351.1974291_MZ,351.1974291,331.1916813,331.1917,HMDB04031,C20H28O4,57,11b-Hydroxyprogesterone,Carnosic acid,none,,600-57-7,44263342,24840621,,,C05498,"11beta-Hydroxyprogesterone is a normal human metabolite. Plasma 11beta-Hydroxyprogesterone concentrations does not vary significantly as a function of age, sex, or phase of the menstrual cycle, in contrast to 17-hydroxyprogesterone. Increased plasma 11beta-Hydroxyprogesterone levels in late-onset adrenal 21-hydroxylase deficiency suggest a mild defect of the mineralocorticoid pathway. 21-hydroxylase deficiency (OMIM 201910) is probably the most frequent (if not the most frequent) autosomal recessive genetic disease, occurring in almost 1% of Caucasians and about 3% of Ashkenazi Jews. 21-hydroxylase deficiency is unusual among genetic diseases in that approximately 95% of the mutant alleles have apparently been generated by recombination between a normally active gene (CYP21) and a closely linked pseudogene (CYP21P). There are 4 recognized clinical forms of congenital adrenal hyperplasia, the majority of cases being associated with 21-hydroxylase deficiency: salt-wasting (SW), simple virilizing (SV), nonclassic (NC) late-onset (also called attenuated and acquired), and cryptic. (PMID: 3546944, 2537337). 11beta-hydroxyprogesterone acts as a mineralocorticoid agonist in stimulating Na+ absorption in mammalian principal cortical collecting duct cells.It activates the transiently expressed hMR in COS-7 cells in a dose-dependent manner (ED(50): 10(-8) M) and, like aldosterone, stimulated Ams I(sc) in mpkCCD(cl4) cells. Docking 11OHP within the hMR-ligand-binding domain homology model revealed that the agonist activity of 11OHP is caused by contacts between its 11 beta-hydroxyl group and Asn770. Furthermore, 11OHP was unable to activate the mutant hMR/N770A, in which Ala is substituted for Asn at position 770. These findings demonstrate that in the absence of the 21-hydroxyl group, the 11 beta-hydroxyl group can produce the contact with the hMR-Asn770 required for the hMR activation leading to stimulated Na(+) absorption.",332.4339,3612,"(11beta)-11-hydroxypregn-4-ene-3,20-dione,11-beta-Hydroxypregn-4-ene-3,20-dione,11-beta-Hydroxyprogesterone,11b-Hydroxyprogesterone,11beta-hydroxypregn-4-ene-3,20-dione,11beta-Hydroxyprogesterone,21-Deoxycorticosterone              ",Endogenous,"Muscle,Skeletal Muscle,Bladder,Fibroblasts,Intestine,Neuron,Placenta,Testes,Kidney,Epidermis,Thyroid Gland,Myelin,Prostate,Adrenal Gland,Adipose Tissue,Adrenal Cortex,Nerve Cells,Platelet,Gonads,Spleen"
p605,333.2437_MZ,333.2437,333.2451276,333.2451,HMDB00879,C21H34O3,38,Tetrahydrodeoxycorticosterone,,805752,,567-03-3,101771,91953,,,C13713,"The neurosteroid allotetrahydrodeoxycorticosterone (THDOC) is an allosteric modulator of the GABA(A) receptor. Although the role of THDOC within the brain is undefined, recent studies indicate that stress induces THDOC to levels that can activate GABA(A) receptors. These results might have significant implications for human stress-sensitive conditions such as epilepsy, post-traumatic stress disorder and depression. (PMID 12628349).",334.4929,795,,Endogenous,
466,335.2220820_MZ,335.222082,335.2229088,335.2229,HMDB04696,C20H32O4,100,11(R)-HPETE,"11H-14_15-EETA, 12(R)-HPETE, 12(S)-Leukotriene B4, Hepoxilin A3, Prostaglandin A1, 8-iso-PGA1",34127,,none,9548886,7827809,,,C14820,"11R-HPETE is a hydroperoxyeicosatetraenoic acid eicosanoid derived from arachidonic acid. 11R-HPETE is formed from arachidonic acid in the prostaglandin endoperoxide H synthase-1 cyclooxygenase site. 11R-HPETE has been described in other mammalian tissues (rat, sheep). There are two distinct isozymes of prostaglandin H synthase (PGHS), the key enzyme in prostaglandin biosynthesis; PGHS-1 is generally considered to play a housekeeping role, whereas PGHS-2 has been linked to various pathological processes. Both PGHS isozymes have two catalytic activities; they are a cyclooxygenase activity that converts arachidonic acid (AA) to prostaglandin G2 (PGG2) and a peroxidase activity that catalyzes the transformation of PGG2 to prostaglandin H2. Oxygenase activity is completely abolished in aspirin-treated PGHS-1 (ASA-PGHS-1), whereas aspirin-treated PGHS-2 (ASA-PGHS-2) still catalyzes formation of 11(R)-HPETE. (PMID: 12664566, 15292194, 15964853, 12167656).",336.4657,4277,"11R-HpETE,11R-Hydroperoxy-5Z,8Z,12E,14Z-eicosatetraenoate,11R-Hydroperoxy-5Z,8Z,12E,14Z-eicosatetraenoic acid                ",Endogenous,none
467,337.2373758_MZ,337.2373758,337.2377305,337.2377,HMDB02311,C20H34O4,95,8_9-DiHETrE,"14_15-DiHETrE, 12-Keto-tetrahydro-leukotriene B4, 11_12-DiHETrE",63970,,192461-96-4,5283144,4446268,,,C14773,"8,9-DiHETrE is a Cytochrome P450 (P450) eicosanoid. Eicosanoids generated from arachidonic acid (AA) metabolism by cytochrome P450 (P450) enzymes are important autocrine and paracrine factors that have diverse biological functions. P450 eicosanoids are involved in the regulation of vascular tone, renal tubular transport, cardiac contractility, cellular proliferation, and inflammation. P450converts AA to 8,9- dihydroxyeicosatrienoic acid. This enzymatic pathway was first described in liver; however, it is now clear that AA can be metabolized by P450 in many tissues including the pituitary gland, eye, kidney, adrenal gland, and blood vessels. (PMID: 17431031, 11700990).",338.4816,1894,"(+/-)8,9-Dihetre,(5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoate,(5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid,(5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoate,(5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid,8,9-DHET,8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoate,8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoic acid,8,9-Dihydroxyeicosatrienoate,8,9-Dihydroxyeicosatrienoic acid",Endogenous,none
470,338.9882089_MZ,338.9882089,338.989203,338.9892,HMDB01047,C6H14O12P2,100,"D-Fructose 2,6-bisphosphate","1D-Myo-inositol 1,4-bisphosphate, Alpha-D-Glucose 1,6-bisphosphate, 1D-Myo-inositol 1,3-bisphosphate, 1D-Myo-inositol 3,4-bisphosphate, D-Tagatose 1,6-bisphosphate",28602,,none,105021,94762,,,C00665,"D-Fructose 2,6-bisphosphate is a regulatory molecule controlling the activity of the enzyme Phosphofructokinase-1 or PFK1 (in mammals). PFK1, in turn, is the key regulatory enzyme in the central metabolic pathway Glycolysis. D-Fructose 2,6-bisphosphate has the effect of increasing the activity of PFK1, thus increasing the rate at which the principle food molecule glucose is broken down. At the same time, this regulatory molecule also inhibits the opposing enzyme (FBPase1) in the reverse pathway (gluconeogenesis) so that the synthesis of glucose is not taking place in the same cell where glucose is being broken down (which would be wasteful) (Wikipedia).",340.1157,941,"b-D-Fructose 2,6-bisphosphate,beta-D-Fructose 2,6-bisphosphate,D-Fructose 2,6-bisphosphate,Fru 2,6-P2, Fructose 2,6-diphosphate,Fructose 2,6-bisphosphate               ",Endogenous,
473,342.9987868_MZ,342.9987868,338.989203,338.9892,HMDB01058,C6H14O12P2,100,Fructose 1_6-bisphosphate,,,,,,,,,C00354,,,,,,
p624,340.1258_MZ,340.1258,340.125406,340.1254,HMDB06591,C12H23NO10,100,Lactosamine,,25001,,13000-25-4,119065,106391,,,C00203,"Lactosamine is a disaccharide composed of galactose b1,4-linked to N-acetylglucosamine, and is a common constituent of complex N-linked glycans in metazoans. Unmodified terminal lactosamine, however, is less typical in tissues, since it is often further modified by additional substitutions, such as fucose, sialic acid, or sulfate to form a number of significant receptor and signaling molecules. Lactosamine-containing glycans are also required for proper targeting and maintenance of olfactory axons, and may also function in other sensory regions.(PMID: 17111357).",341.3117,5716,,Endogenous,
471,341.1083159_MZ,341.1083159,341.1087031,341.1087,HMDB00163,C12H22O11,100,D-Maltose,"Melibiose, Cellobiose, Alpha-Lactose, Sucrose, Lactulose, Trehalose, Isomaltose, Galactinol, 3-b-Galactopyranosyl glucose, Epimelibiose, Turanose, Kojibiose",47937,,69-79-4,10991489,9166684,,,none,"Maltose, or malt sugar, is a primary disaccharide in the human diet formed from two units of glucose joined with an alpha (1->4) linkage. It is the second member of an important biochemical series of glucose chains. The addition of another glucose unit yields maltotriose, Further additions will produce dextrins, also called maltodextrins, and eventually starch. Maltose can be broken down into two glucose molecules by hydrolysis in living organisms. At the surface of the small intestine, the brush border enzymes maltase, breaks down maltose. (PMID: 14522745).",342.2965,114,"1-alpha-D-Glucopyranosyl-4-alpha-D-glucopyranose,1-alpha-delta-Glucopyranosyl-4-alpha-delta-glucopyranose,4-(alpha-D-Glucopyranosido)-alpha-glucopyranose,4-(alpha-D-Glucosido)-D-glucose,4-(alpha-delta-Glucopyranosido)-alpha-glucopyranose,4-(alpha-delta-Glucosido)-delta-glucose,4-O-a-D-Glucopyranosyl-D-glucose,4-O-alpha-D-Glucopyranosyl-D-glucopyranose,4-O-alpha-D-Glucopyranosyl-D-glucose,4-O-alpha-delta-Glucopyranosyl-delta-glucopyranose,4-O-alpha-delta-Glucopyranosyl-delta-glucose,Advantose 100,alpha-D-Glcp-(1->4)-D-Glcp,alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose,alpha-D-Glucopyranosyl-(1->4)-D-glucose,alpha-delta-Glcp-(1->4)-delta-Glcp,alpha-delta-Glucopyranosyl-(1->4)-delta-glucopyranose,alpha-delta-Glucopyranosyl-(1->4)-delta-glucose,alpha-Malt sugar,Cextromaltose,D-(+)-Maltose,D-Maltose,delta-(+)-Maltose,delta-Maltose,Finetose,Finetose F,Madoros,Madoros (TN),Malt sugar,Maltobiose,Maltodiose,Maltos,Maltose,Maltose HH,Maltose HHH",Endogenous,"Platelet,Liver,Kidney"
476,346.0560069_MZ,346.0560069,346.0560782,346.0561,HMDB00045,C10H14N5O7P,100,Adenosine monophosphate,"2'-Deoxyguanosine 5'-monophosphate, 3'-AMP, Adenosine 2'-phosphate",16027,,61-19-8,6083,5858,,,none,"Adenosine monophosphate, also known as 5'-adenylic acid and abbreviated AMP, is a nucleotide that is found in RNA. It is an ester of phosphoric acid with the nucleoside adenosine. AMP consists of the phosphate group, the pentose sugar ribose, and the nucleobase adenine. AMP can be produced during ATP synthesis by the enzyme adenylate kinase. AMP has recently been approved as a 'Bitter Blocker' additive to foodstuffs. When AMP is added to bitter foods or foods with a bitter aftertaste it makes them seem 'sweeter'. This potentially makes lower calorie food products more palatable.",347.2212,32,"5'-Adenosine monophosphate,5'-Adenylate,5'-Adenylic acid,5'-AMP,Adenosine 5'-monophosphate,Adenosine 5'-phosphate,Adenosine 5'-phosphorate,Adenosine 5'-phosphoric acid,Adenosine phosphate,Adenosine-5'-monophosphorate,Adenosine-5'-monophosphoric acid,Adenosine-5-monophosphorate,Adenosine-5-monophosphoric acid,Adenosine-monophosphate,Adenosine-phosphate,Adenovite,Adenylate,Adenylic acid,AMP,Cardiomone,Lycedan,Muscle adenylate,Muscle adenylic acid,My-B-Den,My-beta-Den,Phosaden,Phosphaden,Phosphentaside  ",Endogenous,All Tissues
477,347.0398567_MZ,347.0398567,347.040553,347.0406,HMDB11681,C10H13N4O8P,100,Inosine 2'-phosphate,Inosinic acid,none,,none,18601915,18556963,,,none,"Inosine 2'-phosphate is an inosine nucleotide containing a pyrophosphate group esterified to C2 of the sugar moiety. Inosine 2'-phosphate is a product of 2',3'-cyclic-nucleotide 3'-phosphodiesterase (EC 3.1.4.37). This enzyme (also called CNP) catalyzes the chemical reaction: nucleoside 2',3'-cyclic phosphate + H2O <-> nucleoside 2'-phosphate. 2',3'-cyclic nucleotide 3'-phosphodiesterase is a myelin-associated enzyme that makes up 4% of total CNS myelin protein, and is thought to undergo significant age-associated changes. The absence of CNP causes axonal swelling and neuronal degeneration.",348.206,10406,"2' Inosine monophosphate,2'-IMP,Inosine 2'-monophosphate                ",Endogenous,none
m21,,,347.22271907,347.2227,HMDB06755,C21H32O4,100,"3a,21-Dihydroxy-5b-pregnane-11,20-dione","11b,21-Dihydroxy-5b-pregnane-3,20-dione, 17a,21-Dihydroxypreg-nenolone",,,,,,,,C05478,,,,,,
m22,,,348.08689486,348.0869,HMDB60507,C12H19N3O7S,100,S-(Formylmethyl)glutathione,,,,,,,,,C14871,,,,,,
512,369.2064388_MZ,369.2064388,349.2031702,349.2032,HMDB02664,C20H30O5,40,Prostaglandin E3,"8-iso-15-keto-PGE2, Prostaglandin D3, 15-Keto-prostaglandin E2, Resolvin E1",28031,,802-31-3,5280937,4444439,,,C06439,"Prostaglandin E3 is from the cyclooxygenase metabolism of eicosapentaenoic acid.Prostaglandins are eicosanoids. The eicosanoids consist of the prostaglandins (PGs), thromboxanes (TXs), leukotrienes (LTs) and lipoxins (LXs). The PGs and TXs are collectively identified as prostanoids. Prostaglandins were originally shown to be synthesized in the prostate gland, thromboxanes from platelets (thrombocytes) and leukotrienes from leukocytes, hence the derivation of their names. All mammalian cells except erythrocytes synthesize eicosanoids. These molecules are extremely potent, able to cause profound physiological effects at very dilute concentrations. All eicosanoids function locally at the site of synthesis, through receptor-mediated G-protein linked signaling pathways.",350.4492,2247,"(-)-prostaglandin E3,7-[3-Hydroxy-2-(3-hydroxy-1,5-octadienyl)-5-oxocyclopentyl]-5-Heptenoate,7-[3-Hydroxy-2-(3-hydroxy-1,5-octadienyl)-5-oxocyclopentyl]-5-Heptenoic acid,7-[3-Hydroxy-2-(3-hydroxy-1,5-octadienyl)-5-oxocyclopentyl]-5-Heptenoic acid stereoisomer,PGE3,Prostaglandin E3  ",Endogenous,
p643,349.2392_MZ,349.2392,349.2386109,349.2386,HMDB00268,C21H34O4,100,Tetrahydrocorticosterone,,none,,68-42-8,9863245,8038941,,,C05476,Tetrahydrocorticosterone is one of the major urinary metabolites from corticosterone. Premenopausal patients with early breast cancer excrete subnormal amounts of tetrahydrocorticosterone as compared with the normal subjects of corresponding ages. (PMID 1133844).,350.4923,197,,Endogenous,
p645,351.2174_MZ,351.2174,351.2183255,351.2183,HMDB01220,C20H32O5,100,Prostaglandin E2,,15551,,363-24-6,5280360,4444059,,,C00584,"The naturally occurring prostaglandin E2 (PGE2) is known in medicine as dinoprostone. It has important effects in labour and also stimulates osteoblasts to release factors which stimulate bone resorption by osteoclasts (a type of bone cell that removes bone tissue by removing the bone's mineralized matrix). PGE2 is also the prostaglandin that ultimately induces fever. PGE2 has been shown to increase vasodilation and cAMP production, to enhance the effects of bradykinin and histamine, induction of uterine contractions and of platelet aggregation. PGE2 is also responsible for maintaining the open passageway of the fetal ductus arteriosus; decreasing T-cell proliferation and lymphocyte migration and activating the secretion of IL-1&#945; and IL-2. PGE2 exhibits both pro- and anti-inflammatory effects, particularly on dendritic cells (DC). Depending on the nature of maturation signals, PGE2 has different and sometimes opposite effects on DC biology. PGE2 exerts an inhibitory action, reducing the maturation of DC and their ability to present antigen. PGE2 has also been shown to stimulate DC and promote IL-12 production when given in combination with TNF-alpha. PGE2 is an environmentally bioactive substance. Its action is prolonged and sustained by other factors especially IL-10. It modulates the activities of professional DC by acting on their differentiation, maturation and their ability to secrete cytokines. PGE2 is a potent inducer of IL-10 in bone marrow-derived DC (BM-DC), and PGE2-induced IL-10 is a key regulator of the BM-DC pro-inflammatory phenotype (PMID: 16978535). Dinoprostone is a naturally occurring prostaglandin E2 (PGE2) and the most common and most biologically active of the mammalian prostaglandins. It has important effects in labour and also stimulates osteoblasts to release factors which stimulate bone resorption by osteoclasts (a type of bone cell that removes bone tissue by removing the bone's mineralized matrix). PGE2 has been shown to increase vasodilation and cAMP production, to enhance the effects of bradykinin and histamine, to induce uterine contractions and to activate platelet aggregation. PGE2 is also responsible for maintaining the open passageway of the fetal ductus arteriosus; decreasing T-cell proliferation and lymphocyte migration and activating the secretion of IL-1alpha and IL-2. PGE2 exhibits both pro- and anti-inflammatory effects, particularly on dendritic cells (DC). Depending on the nature of maturation signals, PGE2 has different and sometimes opposite effects on DC biology. PGE2 exerts an inhibitory action, reducing the maturation of DC and their ability to present antigen. PGE2 has also been shown to stimulate DC and promote IL-12 production when given in combination with TNF-alpha. PGE2 is an environmentally bioactive substance. Its action is prolonged and sustained by other factors especially IL-10. It modulates the activities of professional DC by acting on their differentiation, maturation and their ability to secrete cytokines. PGE2 is a potent inducer of IL-10 in bone marrow-derived DC (BM-DC), and PGE2-induced IL-10 is a key regulator of the BM-DC pro-inflammatory phenotype (PMID: 16978535). Prostaglandins are eicosanoids. The eicosanoids consist of the prostaglandins (PGs), thromboxanes (TXs), leukotrienes (LTs) and lipoxins (LXs). The PGs and TXs are collectively identified as prostanoids. Prostaglandins were originally shown to be synthesized in the prostate gland, thromboxanes from platelets (thrombocytes) and leukotrienes from leukocytes, hence the derivation of their names. All mammalian cells except erythrocytes synthesize eicosanoids. These molecules are extremely potent, able to cause profound physiological effects at very dilute concentrations. All eicosanoids function locally at the site of synthesis, through receptor-mediated G-protein linked signaling pathways.",352.4651,1094,,Endogenous,
p647,353.2326_MZ,353.2326,353.2338897,353.2339,HMDB01139,C20H34O5,100,Prostaglandin F2a,,15553,,551-11-1,5283078,4446204,,,C00639,"Prostaglandin F2a (PGF2) is one of the earliest discovered and most common prostaglandins. It is actively biosynthesized in various organs of mammals and exhibits a variety of biological activities, including contraction of pulmonary arteries. It is used in medicine to induce labor and as an abortifacient. PGF2a binds to the Prostaglandin F2 receptor (PTGFR) which is a member of the G-protein coupled receptor family. PGF2-alpha mediates luteolysis. Luteolysis is the structural and functional degradation of the corpus luteum (CL) that occurs at the end of the luteal phase of both the estrous and menstrual cycles in the absence of pregnancy. PGF2 may also be involved in modulating intraocular pressure and smooth muscle contraction in the uterus and gastrointestinal tract sphincters. PGF2 is mainly synthesized directly from PGH2 by PGH2 9,11-endoperoxide reductase. A small amount of PGF2 is also produced from PGE2 by PGE2 9-ketoreductase. A PGF2 epimer has been reported to exhibit various biological activities, and its levels are increased in bronchoalveolar lavage fluid, plasma, and urine in patients with mastocytosis and bronchial asthma. PGF2 is synthesized from PGD2 by PGD2 11-ketoreductase. (PMID: 16475787). Prostaglandins are eicosanoids. The eicosanoids consist of the prostaglandins (PGs), thromboxanes (TXs), leukotrienes (LTs) and lipoxins (LXs). The PGs and TXs are collectively identified as prostanoids. Prostaglandins were originally shown to be synthesized in the prostate gland, thromboxanes from platelets (thrombocytes) and leukotrienes from leukocytes, hence the derivation of their names. All mammalian cells except erythrocytes synthesize eicosanoids. These molecules are extremely potent, able to cause profound physiological effects at very dilute concentrations. All eicosanoids function locally at the site of synthesis, through receptor-mediated G-protein linked signaling pathways.",354.481,1024,,Endogenous,
p655,357.0928_MZ,357.0928,357.0890191,357.089,HMDB01416,C11H23N2O7PS,100,Pantetheine 4'-phosphate,,16858,,2226-71-3,987,962,,,C01134,"Pantetheine 4'-phosphate, or 4'-phosphopantetheine, is a metabolite in the pantothenate and coenzyme A biosynthesis pathway. It can be generated from Pantatheine (via pantothenate kinase 1) or R-4'-Phospho-pantothenoyl-L-cysteine (via phosphopantothenoylcysteine decarboxylase) or Dephospho-CoA (via 4'-phosphopantetheine adenylyl-transferase and ectonucleotide pyrophosphatase). In most mammals, coenzyme A can be hydrolyzed to pantetheine and pantothenate in the intestinal lumen via the following series of reactions: coenzyme A leads to phosphopantetheine leads to pantetheine leads to pantothenate. The conversion of 4'-phosphopantetheine (4'-PP) to dephospho-CoA, is catalyzed by 4'-phosphopantetheine adenylyl-transferase. In mammalian systems, this step may occur in the mitochondria or in the cytosol. (PMID: 1746161) It has been identified as an essential cofactor in in the biosynthesis of fatty acids, polyketides, depsipeptides, peptides, and compounds derived from both carboxylic and amino acid precursors. In particular it is a key prosthetic group of acyl carrier protein (ACP) and peptidyl carrier proteins (PCP) and aryl carrier proteins (ArCP) derived from Coenzyme A. Phosphopantetheine fulfils two demands. Firstly, the intermediates remain covalently linked to the synthases (or synthetases) in an energy-rich thiol ester linkage. Secondly, the flexibility and length of phosphopantetheine chain (approximately 2 nm) allows the covalently tethered intermediates to have access to spatially distinct enzyme active sites.",358.348,1278,,Endogenous,
p661,359.1864_MZ,359.1864,359.186714,359.1867,HMDB00037,C21H28O5,100,Aldosterone,,27584,,52-39-1,24758425,24774738,,,C01780,"Aldosterone is a steroid hormone produced by the adrenal cortex in the adrenal gland to regulate sodium and potassium balance in the blood. Specifically it regulates electrolyte and water balance by increasing the renal retention of sodium and the excretion of potassium. It is synthesized from cholesterol by aldosterone synthase, which is absent in other sections of the adrenal gland. It is the sole endogenous member of the class of mineralocorticoids. Aldosterone increases the permeability of the apical (luminal) membrane of the kidney's collecting ducts to potassium and sodium and activates their basolateral Na+/K+ pumps, stimulating ATP hydrolysis, reabsorbing sodium (Na+) ions and water into the blood, and excreting potassium (K+) ions into the urine.",360.444,26,,Endogenous,
496,361.2034545_MZ,361.2034545,361.2023208,361.2023,HMDB00063,C21H30O5,100,Cortisol,"18-Hydroxycorticosterone, 17a,21-Dihydroxy-5b-pregnane-3,11,20-trione",none,,50-23-7,657311,571435,,,C00735,"Cortisol is a corticosteroid hormone produced by the adrenal cortex that is involved in the response to stress; The main glucocorticoid secreted by the adrenal cortex. Its synthetic counterpart is used, either as an injection or topically, in the treatment of inflammation, allergy, collagen diseases, asthma, adrenocortical deficiency, shock, and some neoplastic conditions. As an oral or injectable drug, cortisol is also known as hydrocortisone. It is used as an immunosuppressive drug, given by injection in the treatment of severe allergic reactions such as anaphylaxis and angioedema, in place of prednisolone in patients who need steroid treatment but cannot take oral medication, and peri-operatively in patients on long-term steroid treatment to prevent an Addisonian crisis. Cortisol or Hydrocortisone is a corticosteroid hormone produced by the adrenal cortex that is involved in the response to stress. It increases blood pressure, blood sugar levels, may cause infertility in women, and suppresses the immune system. Its synthetic counterpart (hydrocortisone) is used, either as an injection or topically, in the treatment of inflammation, allergy, collagen diseases, asthma, adrenocortical deficiency, shock, and some neoplastic conditions. Cortisol is synthesized from pregnenolone. The amount of cortisol present in the serum undergoes diurnal variation, with the highest levels present in the early morning, and lower levels in the evening, several hours after the onset of sleep. Cortisol is a corticosteroid hormone produced by the adrenal cortex that is involved in the response to stress; it increases blood pressure, blood sugar levels, may cause infertility in women, and suppresses the immune system. Synthetic cortisol, also known as hydrocortisone, is used as a drug mainly to fight allergies and inflammation; it increases blood pressure, blood sugar levels, may cause infertility in women, and suppresses the immune system. Synthetic cortisol, also known as hydrocortisone, is used as a drug mainly to fight allergies and inflammation.",362.4599,46,"11-beta-Hydrocortisone,11-beta-Hydroxycortisone,11-Hydrocortisone,11a-Hydroxycorticosterone,11alpha-Hydroxycorticosterone,11b,17,21-Trihydroxyprogesterone,11b-Hydrocortisone,11b-Hydroxycortisone,11beta,17,21-Trihydroxyprogesterone,11beta-Hydrocortisone,11beta-Hydroxycortisone,17-Hydroxycorticosterone,17a-Hydroxycorticosterone,17alpha-Hydroxycorticosterone,4-Pregnene-11alpha,21-triol 3,20-dione,4-Pregnene-11b,17a,21-triol-3,20-dione,Acticort,Aeroseb HC,Aeroseb-HC,Ala-Cort,Ala-Scalp,Alacort,Algicirtis,Alphaderm,Amberin,Anflam,Anti-inflammatory hormone,Aquacort,Aquanil HC,Barseb HC,Basan-Corti,CaldeCORT Spray,Cetacort,Chronocort,Clear aid",Endogenous,"Adipose Tissue,Adrenal Cortex,Adrenal Gland,Adrenal Medulla,Bladder,Brain,Fetus,Fibroblasts,Gonads,Gut,Intestine,Kidney,Liver,Lymphocyte,Muscle,Nerve Cells,Neuron,Pancreas,Placenta,Platelet,Prostate,Skeletal Muscle,Skin,Spleen,Testes"
498,362.0497559_MZ,362.0497559,362.0511073,362.0511,HMDB01397,C10H14N5O8P,100,Guanosine monophosphate,8-Oxo-dGMP,17345,,85-32-5,6804,6545,,,C00144,Guanosine 5'-monophosphate. A guanine nucleotide containing one phosphate group esterified to the sugar moiety and found widely in nature.,363.2206,1259,"5'-GMP,E 626,GMP,Guanidine monophosphate,Guanosine 5'-monophosphate,Guanosine 5'-phosphate,Guanosine 5'-phosphorate,Guanosine 5'-phosphoric acid,Guanosine monophosphate,Guanosine-5'-monophosphate,Guanosine-5'-phosphate,Guanosine-phosphate,Guanylate,Guanylic acid ",Endogenous,"Bladder,Epidermis,Heart,Intestine,Nerve Cells,Neuron,Platelet,Smooth Muscle"
p672,365.051_MZ,365.051,365.0516967,365.0517,HMDB01439,C10H15N4O9P,61,Phosphoribosyl formamidocarboxamide,,18381,,none,166760,145893,,,C04734,"This compound is an intermediate in purine metabolism, where it is the byproduct of phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) and IMP cyclohydrolase (EC 3.5.4.10). It is also a byproduct of Ligases (EC 6.3.4.-).",366.2213,1301,,Endogenous,
